from,to,open,close,min,max,volume
1725891120,1725891240,95.231415,95.259455,95.214475,95.260465,1580
1725891240,1725891360,95.260715,95.249975,95.241905,95.269565,1403
1725891360,1725891480,95.250475,95.256825,95.224865,95.266645,1557
1725891480,1725891600,95.257325,95.175555,95.164925,95.260825,1716
1725891600,1725891720,95.176055,95.179135,95.156505,95.207975,1908
1725891720,1725891840,95.179635,95.150455,95.129985,95.179635,1769
1725891840,1725891960,95.150955,95.139955,95.119255,95.171335,1941
1725891960,1725892080,95.140955,95.138925,95.100825,95.148235,1875
1725892080,1725892200,95.139425,95.101725,95.094945,95.156855,1678
1725892200,1725892320,95.103055,95.045025,95.027285,95.108275,2272
1725892320,1725892440,95.045525,95.060235,95.037545,95.102165,1800
1725892440,1725892560,95.059735,95.025855,95.024855,95.076465,1762
1725892560,1725892680,95.026355,95.090875,95.012835,95.110655,2053
1725892680,1725892800,95.091375,95.073805,95.056475,95.098655,1734
1725892800,1725892920,95.074305,95.062135,95.042845,95.091775,1516
1725892920,1725893040,95.061635,95.036485,95.033725,95.096805,1799
1725893040,1725893160,95.035985,95.042665,95.005665,95.052425,1761
1725893160,1725893280,95.043165,94.996635,94.989325,95.074035,2021
1725893280,1725893400,94.997635,95.002365,94.958465,95.013705,1979
1725893400,1725893520,95.001865,95.009855,94.979345,95.030575,2229
1725893520,1725893640,95.009355,95.036195,94.989955,95.041195,1401
1725893640,1725893760,95.035195,95.033235,95.003725,95.051485,1426
1725893760,1725893880,95.033735,95.014215,95.010355,95.057495,2079
1725893880,1725894000,95.014715,94.954515,94.946095,95.015915,2328
1725894000,1725894120,94.955015,94.924815,94.916655,94.973915,2539
1725894120,1725894240,94.924315,95.041375,94.923725,95.066465,2278
1725894240,1725894360,95.041875,95.022785,95.001815,95.053375,1469
1725894360,1725894480,95.023285,95.056775,95.018705,95.062585,1536
1725894480,1725894600,95.056275,95.025085,95.024555,95.065115,1266
1725894600,1725894720,95.025585,94.963185,94.962005,95.028965,1545
1725894720,1725894840,94.964165,94.966725,94.928745,94.989395,1679
1725894840,1725894960,94.967225,94.934855,94.919025,94.974125,1578
1725894960,1725895080,94.935355,94.947555,94.935355,94.959105,1187
1725895080,1725895200,94.948055,94.939495,94.921815,94.958115,1302
1725895200,1725895320,94.940205,94.951015,94.935735,94.964205,1091
1725895320,1725895440,94.949515,95.004035,94.948405,95.018295,1391
1725895440,1725895560,95.005035,95.024495,94.994465,95.043125,1315
1725895560,1725895680,95.025495,95.019065,95.011615,95.036945,1157
1725895680,1725895800,95.019065,95.044145,95.010275,95.054585,1287
1725895800,1725895920,95.043645,95.124115,95.043645,95.124115,1337
1725895920,1725896040,95.123615,95.109815,95.078735,95.139145,1325
1725896040,1725896160,95.108815,95.117995,95.092415,95.135785,1153
1725896160,1725896280,95.119345,95.142035,95.115685,95.160045,1059
1725896280,1725896400,95.142535,95.141535,95.113605,95.150315,1223
1725896400,1725896520,95.141035,95.171005,95.116675,95.181975,1063
1725896520,1725896640,95.170505,95.153845,95.143685,95.173565,1092
1725896640,1725896760,95.154345,95.163125,95.143495,95.164095,991
1725896760,1725896880,95.162625,95.175315,95.162525,95.192365,969
1725896880,1725897000,95.174815,95.231515,95.174815,95.235015,1027
1725897000,1725897120,95.232015,95.228345,95.206745,95.240135,1060
1725897120,1725897240,95.227345,95.183805,95.182295,95.227345,1044
1725897240,1725897360,95.184305,95.197745,95.180675,95.205775,890
1725897360,1725897480,95.197245,95.222645,95.195625,95.236515,874
1725897480,1725897600,95.222145,95.216705,95.210705,95.229885,942
1725897600,1725897720,95.216205,95.187345,95.179275,95.217975,871
1725897720,1725897840,95.187845,95.198075,95.187345,95.223845,1121
1725897840,1725897960,95.198575,95.181225,95.180725,95.216715,1039
1725897960,1725898080,95.182665,95.202305,95.168445,95.204215,850
1725898080,1725898200,95.202805,95.212055,95.174965,95.215675,871
1725898200,1725898320,95.211465,95.228925,95.211465,95.243885,722
1725898320,1725898440,95.228425,95.239775,95.218425,95.253295,960
1725898440,1725898560,95.240275,95.248055,95.237265,95.256555,942
1725898560,1725898680,95.246645,95.250655,95.227955,95.258475,897
1725898680,1725898800,95.250155,95.262795,95.245085,95.268645,809
1725898800,1725898920,95.262295,95.249355,95.238145,95.274565,1151
1725898920,1725899040,95.249845,95.249515,95.245565,95.262355,704
1725899040,1725899160,95.250015,95.242725,95.236005,95.253955,694
1725899160,1725899280,95.242225,95.263055,95.241225,95.278025,822
1725899280,1725899400,95.261865,95.253255,95.252755,95.279695,678
1725899400,1725899520,95.253755,95.272345,95.249475,95.280815,816
1725899520,1725899640,95.271845,95.244075,95.239925,95.276885,803
1725899640,1725899760,95.243575,95.250355,95.234985,95.265725,747
1725899760,1725899880,95.250855,95.254745,95.233865,95.259735,764
1725899880,1725900000,95.255245,95.249845,95.237045,95.259305,721
1725900000,1725900120,95.250345,95.262105,95.237875,95.264785,577
1725900120,1725900240,95.261605,95.240445,95.239015,95.276675,643
1725900240,1725900360,95.239235,95.273095,95.233585,95.273285,705
1725900360,1725900480,95.272095,95.286865,95.261995,95.287865,716
1725900480,1725900600,95.287425,95.263595,95.256895,95.288125,569
1725900600,1725900720,95.263095,95.285635,95.262095,95.288255,549
1725900720,1725900840,95.286135,95.317935,95.279605,95.332745,709
1725900840,1725900960,95.317435,95.330975,95.300065,95.336555,660
1725900960,1725901080,95.331975,95.305645,95.291785,95.335495,799
1725901080,1725901200,95.305145,95.301685,95.297225,95.326065,855
1725901200,1725901320,95.302185,95.325015,95.300055,95.334225,938
1725901320,1725901440,95.324515,95.308555,95.293375,95.334705,887
1725901440,1725901560,95.309555,95.311235,95.298625,95.320565,714
1725901560,1725901680,95.311735,95.314485,95.298315,95.318235,693
1725901680,1725901800,95.315485,95.334805,95.314475,95.334805,612
1725901800,1725901920,95.334305,95.319635,95.306375,95.341905,683
1725901920,1725902040,95.320135,95.300415,95.292935,95.330835,664
1725902040,1725902160,95.299915,95.248095,95.246805,95.299915,681
1725902160,1725902280,95.248595,95.259385,95.245485,95.276155,651
1725902280,1725902400,95.258885,95.231965,95.230965,95.264415,668
1725902400,1725902520,95.232965,95.192965,95.187515,95.235205,991
1725902520,1725902640,95.193465,95.241155,95.192965,95.245155,901
1725902640,1725902760,95.241655,95.243385,95.236105,95.256065,915
1725902760,1725902880,95.242885,95.240865,95.233205,95.261605,855
1725902880,1725903000,95.241365,95.262825,95.238365,95.262825,591
1725903000,1725903120,95.263325,95.186195,95.182225,95.264115,1080
1725903120,1725903240,95.185695,95.187315,95.171505,95.214255,1097
1725903240,1725903360,95.187815,95.196715,95.180425,95.200885,850
1725903360,1725903480,95.196215,95.228125,95.195215,95.241525,884
1725903480,1725903600,95.228625,95.254345,95.226445,95.260455,670
1725903600,1725903720,95.254845,95.241715,95.239905,95.281895,802
1725903720,1725903840,95.242215,95.188315,95.181655,95.249865,1164
1725903840,1725903960,95.187815,95.185135,95.156145,95.196695,1054
1725903960,1725904080,95.184635,95.212565,95.184635,95.214505,660
1725904080,1725904200,95.212065,95.216225,95.206065,95.238025,647
1725904200,1725904320,95.215725,95.194415,95.180865,95.218775,952
1725904320,1725904440,95.193915,95.181225,95.174485,95.199255,1111
1725904440,1725904560,95.181725,95.159795,95.155255,95.189355,835
1725904560,1725904680,95.159295,95.142165,95.127565,95.160795,1035
1725904680,1725904800,95.141665,95.124065,95.110305,95.147695,1309
1725904800,1725904920,95.124565,95.128795,95.113505,95.136115,1142
1725904920,1725905040,95.129295,95.107075,95.072495,95.143595,1274
1725905040,1725905160,95.106575,95.112095,95.098245,95.126835,800
1725905160,1725905280,95.112595,95.120405,95.103395,95.130905,743
1725905280,1725905400,95.120425,95.118295,95.105685,95.123915,815
1725905400,1725905520,95.117795,95.143205,95.116795,95.150055,796
1725905520,1725905640,95.142705,95.135825,95.122875,95.150265,879
1725905640,1725905760,95.135325,95.123435,95.119515,95.146115,837
1725905760,1725905880,95.122935,95.169195,95.114485,95.177115,732
1725905880,1725906000,95.168695,95.171285,95.152965,95.177555,627
1725906000,1725906120,95.172285,95.152945,95.139405,95.175625,690
1725906120,1725906240,95.153635,95.147575,95.126395,95.155395,538
1725906240,1725906360,95.148925,95.165175,95.142405,95.171595,533
1725906360,1725906480,95.166175,95.165545,95.162615,95.191465,564
1725906480,1725906600,95.166045,95.152405,95.146445,95.167145,798
1725906600,1725906720,95.151905,95.169895,95.142885,95.186085,915
1725906720,1725906840,95.169895,95.191955,95.163915,95.193055,535
1725906840,1725906960,95.191455,95.180365,95.177195,95.201325,631
1725906960,1725907080,95.179865,95.159245,95.159245,95.186265,569
1725907080,1725907200,95.158745,95.136045,95.117075,95.167745,740
1725907200,1725907320,95.135545,95.158405,95.127335,95.162255,552
1725907320,1725907440,95.157905,95.177465,95.144585,95.180735,798
1725907440,1725907560,95.176465,95.180005,95.161745,95.185335,550
1725907560,1725907680,95.180505,95.167785,95.167285,95.186395,468
1725907680,1725907800,95.167355,95.178655,95.166435,95.186765,573
1725907800,1725907920,95.179155,95.196545,95.174615,95.208835,806
1725907920,1725908040,95.195545,95.169325,95.164035,95.198755,658
1725908040,1725908160,95.169825,95.156055,95.148785,95.170825,669
1725908160,1725908280,95.155555,95.158075,95.141015,95.168435,651
1725908280,1725908400,95.157075,95.096085,95.090165,95.160555,1157
1725908400,1725908520,95.096585,95.109655,95.076235,95.110155,802
1725908520,1725908640,95.110155,95.101315,95.101315,95.126625,828
1725908640,1725908760,95.101815,95.079995,95.072625,95.105605,723
1725908760,1725908880,95.080495,95.074525,95.061975,95.087065,617
1725908880,1725909000,95.074525,95.113205,95.073515,95.113205,820
1725909000,1725909120,95.114205,95.102105,95.101025,95.123095,1004
1725909120,1725909240,95.101105,95.101975,95.096665,95.115335,819
1725909240,1725909360,95.102505,95.102365,95.090195,95.105265,688
1725909360,1725909480,95.101865,95.111815,95.093535,95.117605,590
1725909480,1725909600,95.111815,95.112025,95.103525,95.118515,561
1725909600,1725909720,95.111525,95.100865,95.094425,95.115995,604
1725909720,1725909840,95.101365,95.100995,95.084195,95.106295,564
1725909840,1725909960,95.101495,95.104445,95.086645,95.105515,434
1725909960,1725910080,95.103445,95.139575,95.103445,95.142495,582
1725910080,1725910200,95.139075,95.151015,95.133225,95.154465,671
1725910200,1725910320,95.150015,95.180485,95.143905,95.182595,630
1725910320,1725910440,95.179845,95.174165,95.163465,95.189265,585
1725910440,1725910560,95.174665,95.158725,95.144535,95.175165,576
1725910560,1725910680,95.160025,95.150215,95.146745,95.165385,544
1725910680,1725910800,95.149715,95.150565,95.132365,95.152175,602
1725910800,1725910920,95.151065,95.161175,95.147265,95.165565,552
1725910920,1725911040,95.161675,95.159175,95.146845,95.167695,582
1725911040,1725911160,95.158675,95.131555,95.131555,95.168055,499
1725911160,1725911280,95.132055,95.156435,95.128045,95.162955,497
1725911280,1725911400,95.157595,95.150195,95.146785,95.162045,440
1725911400,1725911520,95.150695,95.153325,95.141195,95.172835,832
1725911520,1725911640,95.152825,95.150075,95.132785,95.167855,784
1725911640,1725911760,95.150575,95.150475,95.135785,95.158995,889
1725911760,1725911880,95.150975,95.171905,95.150705,95.172165,676
1725911880,1725912000,95.171405,95.191875,95.169975,95.192375,1040
1725912000,1725912120,95.192,95.211,95.176,95.212,724
1725912120,1725912240,95.211,95.202,95.1945,95.2125,390
1725912240,1725912360,95.2015,95.228,95.2015,95.2295,377
1725912360,1725912480,95.2275,95.2105,95.21,95.233,311
1725912480,1725912600,95.211,95.212,95.209,95.2165,188
1725912600,1725912720,95.2115,95.226,95.21,95.232,406
1725912720,1725912840,95.2255,95.2305,95.2205,95.2325,220
1725912840,1725912960,95.231,95.2475,95.2245,95.2485,324
1725912960,1725913080,95.247,95.323,95.237,95.3375,699
1725913080,1725913200,95.322,95.3325,95.3145,95.343,482
1725913200,1725913320,95.332,95.3045,95.3045,95.333,412
1725913320,1725913440,95.3045,95.3225,95.304,95.3305,279
1725913440,1725913560,95.323,95.3155,95.3085,95.332,306
1725913560,1725913680,95.316,95.3315,95.302,95.3325,337
1725913680,1725913800,95.332,95.3315,95.3295,95.3435,433
1725913800,1725913920,95.331,95.348,95.33,95.352,473
1725913920,1725914040,95.3485,95.3425,95.3405,95.351,368
1725914040,1725914160,95.343,95.3515,95.3395,95.352,138
1725914160,1725914280,95.3515,95.338,95.332,95.3515,243
1725914280,1725914400,95.338,95.337,95.326,95.3435,218
1725914400,1725914520,95.3365,95.344,95.336,95.3465,193
1725914520,1725914640,95.3435,95.355,95.3405,95.3555,251
1725914640,1725914760,95.3545,95.346,95.346,95.3565,213
1725914760,1725914880,95.347,95.338,95.337,95.347,143
1725914880,1725915000,95.338,95.3415,95.3355,95.3425,102
1725915000,1725915120,95.342,95.334,95.334,95.3425,344
1725915120,1725915240,95.334,95.3425,95.3325,95.3475,297
1725915240,1725915360,95.342,95.3495,95.331,95.3535,1033
1725915360,1725915480,95.3485,95.348,95.339,95.3515,766
1725915480,1725915600,95.3485,95.3745,95.3465,95.382,887
1725915600,1725915720,95.374,95.374,95.374,95.374,1
1725915720,1725915840,95.374,95.3645,95.361,95.374,4
1725915840,1725915960,95.3645,95.35,95.3475,95.3645,10
1725915960,1725916080,95.35,95.3535,95.35,95.355,18
1725916080,1725916200,95.3535,95.357,95.3535,95.365,22
1725916200,1725916320,95.357,95.3525,95.3525,95.363,20
1725916320,1725916440,95.3515,95.358,95.3515,95.3595,30
1725916440,1725916560,95.358,95.372,95.355,95.3725,29
1725916560,1725916680,95.372,95.3715,95.371,95.3745,9
1725916680,1725916800,95.3715,95.3695,95.3685,95.3725,66
1725916800,1725916920,95.3695,95.372,95.3675,95.3735,42
1725916920,1725917040,95.372,95.376,95.371,95.3775,91
1725917040,1725917160,95.376,95.3765,95.376,95.3785,5
1725917160,1725917280,95.3765,95.3755,95.3755,95.3765,2
1725917280,1725917400,95.3755,95.3795,95.3755,95.3805,8
1725917400,1725917520,95.379,95.3715,95.3715,95.3835,28
1725917520,1725917640,95.3715,95.3675,95.3655,95.3725,9
1725917640,1725917760,95.3675,95.375,95.3645,95.375,11
1725917760,1725917880,95.375,95.37,95.37,95.376,10
1725917880,1725918000,95.37,95.3705,95.3695,95.3745,10
1725918000,1725918120,95.3705,95.375,95.3705,95.3775,10
1725918120,1725918240,95.375,95.3805,95.375,95.3805,6
1725918240,1725918360,95.3805,95.3785,95.3785,95.381,14
1725918360,1725918480,95.3785,95.381,95.378,95.384,81
1725918480,1725918600,95.3805,95.376,95.373,95.3805,83
1725918600,1725918720,95.376,95.3765,95.375,95.3765,3
1725918720,1725918840,95.3765,95.378,95.374,95.378,10
1725918840,1725918960,95.378,95.366,95.366,95.378,11
1725918960,1725919080,95.366,95.3585,95.358,95.366,31
1725919080,1725919200,95.3585,95.3605,95.358,95.371,30
1725919200,1725919320,95.3645,95.333,95.324,95.366,223
1725919320,1725919440,95.3325,95.3575,95.332,95.3595,132
1725919440,1725919560,95.3575,95.365,95.355,95.365,56
1725919560,1725919680,95.365,95.318,95.3175,95.3655,218
1725919680,1725919800,95.3185,95.2935,95.29,95.32,202
1725919800,1725919920,95.2925,95.2725,95.2705,95.301,146
1725919920,1725920040,95.2725,95.259,95.2535,95.2725,309
1725920040,1725920160,95.2595,95.254,95.2505,95.284,339
1725920160,1725920280,95.2545,95.2565,95.25,95.2595,325
1725920280,1725920400,95.256,95.225,95.2235,95.268,484
1725920400,1725920520,95.2255,95.25,95.2235,95.2565,439
1725920520,1725920640,95.25,95.2365,95.2325,95.25,700
1725920640,1725920760,95.236,95.2345,95.233,95.2465,716
1725920760,1725920880,95.234,95.2335,95.2285,95.2435,306
1725920880,1725921000,95.2335,95.2295,95.2275,95.2375,153
1725921000,1725921120,95.23,95.218,95.212,95.2325,207
1725921120,1725921240,95.2175,95.235,95.215,95.236,133
1725921240,1725921360,95.235,95.2645,95.235,95.2815,262
1725921360,1725921480,95.2655,95.3125,95.265,95.316,340
1725921480,1725921600,95.312,95.29,95.287,95.3155,254
1725921600,1725921720,95.2905,95.31,95.287,95.311,364
1725921720,1725921840,95.3095,95.309,95.3005,95.31,242
1725921840,1725921960,95.308,95.2825,95.2815,95.316,166
1725921960,1725922080,95.2825,95.262,95.2615,95.2875,77
1725922080,1725922200,95.2615,95.2875,95.2565,95.293,120
1725922200,1725922320,95.287,95.2905,95.2795,95.293,97
1725922320,1725922440,95.2905,95.282,95.28,95.291,51
1725922440,1725922560,95.282,95.3045,95.277,95.3105,145
1725922560,1725922680,95.3045,95.317,95.303,95.32,101
1725922680,1725922800,95.317,95.327,95.3125,95.3355,179
1725922800,1725922920,95.3285,95.363,95.3285,95.363,397
1725922920,1725923040,95.362,95.339,95.3325,95.3635,449
1725923040,1725923160,95.3385,95.3195,95.3135,95.3405,586
1725923160,1725923280,95.319,95.334,95.317,95.3435,501
1725923280,1725923400,95.334,95.357,95.3305,95.3655,509
1725923400,1725923520,95.3575,95.359,95.336,95.366,618
1725923520,1725923640,95.36,95.345,95.3435,95.371,286
1725923640,1725923760,95.3445,95.353,95.325,95.3545,369
1725923760,1725923880,95.353,95.365,95.3395,95.373,462
1725923880,1725924000,95.3645,95.393,95.364,95.3945,469
1725924000,1725924120,95.3925,95.443,95.3875,95.444,711
1725924120,1725924240,95.443,95.4275,95.42,95.4435,392
1725924240,1725924360,95.428,95.43,95.4205,95.436,271
1725924360,1725924480,95.4305,95.4235,95.4015,95.4315,437
1725924480,1725924600,95.4235,95.4485,95.4225,95.45,321
1725924600,1725924720,95.4495,95.4445,95.43,95.458,651
1725924720,1725924840,95.4445,95.4565,95.4445,95.47,923
1725924840,1725924960,95.456,95.448,95.4395,95.4775,900
1725924960,1725925080,95.4495,95.4455,95.4215,95.452,390
1725925080,1725925200,95.446,95.406,95.406,95.4535,409
1725925200,1725925320,95.4065,95.4295,95.401,95.4435,600
1725925320,1725925440,95.4305,95.4345,95.4305,95.448,370
1725925440,1725925560,95.434,95.407,95.404,95.4365,472
1725925560,1725925680,95.4065,95.446,95.406,95.466,775
1725925680,1725925800,95.4465,95.4305,95.423,95.4505,288
1725925800,1725925920,95.431,95.4205,95.4155,95.435,328
1725925920,1725926040,95.42,95.397,95.3955,95.424,234
1725926040,1725926160,95.3965,95.344,95.337,95.4,720
1725926160,1725926280,95.3435,95.3085,95.3015,95.3445,540
1725926280,1725926400,95.309,95.3285,95.3075,95.3415,876
1725926400,1725926520,95.328,95.3045,95.28,95.3605,2076
1725926520,1725926640,95.3055,95.2805,95.259,95.3265,1507
1725926640,1725926760,95.281,95.333,95.2745,95.3525,1460
1725926760,1725926880,95.3335,95.3065,95.2995,95.3485,1505
1725926880,1725927000,95.306,95.345,95.276,95.3495,1608
1725927000,1725927120,95.3455,95.307,95.2925,95.346,1319
